Tenant Name,City,Property Type,BHK,Size (Sq.Ft),Furnishing,Rent (₹/month),Property Age (yrs),Contact No.,Email ID,Availability Date
Yuvraj  Raj,Nagpur,Apartment,5,1860,Unfurnished,43928,9,9984989870,yuvrajraj@gmail.com,15-10-25
Advik Dyal,Delhi,Independent,4,1390,Semi-Furnished,58721,11,9379818199,advikdyal@gmail.com,25-11-25
Alisha Hayre,Mumbai,Apartment,5,589,Furnished,26696,0,9526001876,alishahayre@gmail.com,15-11-25
Charvi Desai,Mumbai,Apartment,5,1018,Semi-Furnished,38862,3,9114312229,charvidesai@gmail.com,09-12-25
Hiran Mallick,Pune,Independent,2,2112,Semi-Furnished,58453,15,9265371660,hiranmallick@gmail.com,13-12-25
Prerak Comar,Nagpur,Independent,4,1684,Unfurnished,27146,19,9119481910,prerakcomar@gmail.com,23-12-25
Azad Swaminathan,Indore,Studio,2,1286,Unfurnished,20917,8,9144434191,azadswaminathan@gmail.com,19-12-25
Inaaya  Shroff,Indore,Studio,2,1035,Furnished,23109,10,9839631662,inaayashroff@gmail.com,19-12-25
Gokul Tandon,Pune,Villa,3,2170,Unfurnished,45931,15,9909790040,gokultandon@gmail.com,11-10-25
Zara Bhalla,Delhi,Apartment,4,423,Furnished,13916,3,9477023115,zarabhalla@gmail.com,16-10-25
Pihu Lanka,Chennai,Apartment,1,592,Furnished,29097,0,9938335984,pihulanka@gmail.com,04-10-25
Armaan Bhandari,Delhi,Independent,1,509,Furnished,27742,13,9136943604,armaanbhandari@gmail.com,03-11-25
Samiha Chacko,Mumbai,Apartment,4,2221,Semi-Furnished,156835,20,9716649123,samihachacko@gmail.com,20-12-25
Himmat Ramakrishnan,Indore,Independent,2,2055,Furnished,46684,0,9502874201,himmatramakrishnan@gmail.com,18-10-25
Yakshit Bahri,Delhi,Villa,5,1569,Unfurnished,79973,9,9090336987,yakshitbahri@gmail.com,21-10-25
Raunak Sekhon,Hyderabad,Villa,5,1728,Semi-Furnished,84458,19,9252468473,raunaksekhon@gmail.com,02-12-25
Sahil Bhardwaj,Pune,Villa,2,1352,Unfurnished,52164,11,9339930418,sahilbhardwaj@gmail.com,04-12-25
Onkar Ben,Mumbai,Apartment,1,2313,Semi-Furnished,81082,7,9541983309,onkarben@gmail.com,16-12-25
Yashvi Deol,Pune,Independent,4,852,Semi-Furnished,35000,1,9582759080,yashvideol@gmail.com,22-10-25
Lakshit Handa,Bangalore,Apartment,4,1219,Furnished,84442,8,9464051091,lakshithanda@gmail.com,06-10-25
Ishita Gola,Indore,Studio,1,1054,Furnished,15051,10,9330509493,ishitagola@gmail.com,18-12-25
Eva Wason,Chennai,Studio,3,2089,Furnished,68316,3,9430407891,evawason@gmail.com,06-10-25
Indranil Sarna,Pune,Apartment,5,2053,Unfurnished,42497,8,9251433712,indranilsarna@gmail.com,21-12-25
Raunak Bahl,Pune,Independent,4,1702,Furnished,82223,6,9587007367,raunakbahl@gmail.com,05-11-25
Miraya Dugal,Chennai,Villa,5,986,Furnished,29070,18,9125434432,mirayadugal@gmail.com,06-11-25
Stuvan Venkatesh,Indore,Studio,5,1277,Furnished,24328,7,9353927032,stuvanvenkatesh@gmail.com,03-11-25
Umang Sule,Mumbai,Studio,2,2011,Unfurnished,57062,4,9602596706,umangsule@gmail.com,10-11-25
Dhanush Ganesh,Delhi,Independent,1,2038,Unfurnished,115571,1,9395404886,dhanushganesh@gmail.com,17-12-25
Lakshay Contractor,Kolkata,Studio,2,1063,Unfurnished,17086,8,9652134290,lakshaycontractor@gmail.com,02-12-25
Bhamini Sant,Kolkata,Villa,4,478,Semi-Furnished,7254,13,9663976896,bhaminisant@gmail.com,30-10-25
Yakshit Rout,Delhi,Villa,1,1420,Unfurnished,51960,15,9508683371,yakshitrout@gmail.com,21-12-25
Samar Sabharwal,Hyderabad,Apartment,1,2127,Semi-Furnished,57273,16,9177188581,samarsabharwal@gmail.com,30-10-25
Vaibhav Bhavsar,Pune,Villa,2,1745,Unfurnished,54060,0,9617575756,vaibhavbhavsar@gmail.com,14-10-25
Nitya Shan,Pune,Studio,2,2387,Semi-Furnished,111258,11,9251637552,nityashan@gmail.com,03-11-25
Ahana  Reddy,Chennai,Independent,1,1875,Furnished,54051,11,9722736889,ahanareddy@gmail.com,25-12-25
Anika Deol,Indore,Apartment,2,2091,Furnished,45926,13,9898391347,anikadeol@gmail.com,03-12-25
Alia Subramanian,Mumbai,Independent,3,1779,Furnished,116337,3,9773910697,aliasubramanian@gmail.com,12-12-25
Amani Mangal,Nagpur,Villa,5,797,Furnished,10002,15,9842427799,amanimangal@gmail.com,12-12-25
Mahika Gara,Mumbai,Apartment,5,2449,Furnished,140658,14,9202643463,mahikagara@gmail.com,20-12-25
Neelofar Srinivas,Indore,Independent,4,1200,Semi-Furnished,23886,6,9258001080,neelofarsrinivas@gmail.com,15-11-25
Hrishita Kamdar,Jaipur,Apartment,3,1835,Unfurnished,56806,12,9112597920,hrishitakamdar@gmail.com,14-10-25
Biju Borde,Mumbai,Studio,2,2234,Unfurnished,144327,6,9142552957,bijuborde@gmail.com,09-10-25
Mannat Gupta,Jaipur,Studio,4,1671,Semi-Furnished,29659,8,9512376454,mannatgupta@gmail.com,15-11-25
Bhavin Singhal,Delhi,Studio,1,2184,Unfurnished,111911,13,9631684472,bhavinsinghal@gmail.com,18-10-25
Shalv Sharaf,Mumbai,Studio,1,782,Unfurnished,35303,2,9370367563,shalvsharaf@gmail.com,07-11-25
Urvi Sama,Kolkata,Independent,2,2455,Furnished,61328,19,9382743601,urvisama@gmail.com,08-11-25
Kaira Ratti,Kolkata,Studio,3,1569,Unfurnished,60033,20,9779253590,kairaratti@gmail.com,07-11-25
Vivaan Karpe,Bangalore,Independent,3,1482,Semi-Furnished,86124,6,9241901517,vivaankarpe@gmail.com,02-11-25
Rohan Hari,Pune,Studio,3,1448,Furnished,43715,4,9250161678,rohanhari@gmail.com,26-12-25
Gatik Rajan,Indore,Villa,5,417,Furnished,12816,15,9558043822,gatikrajan@gmail.com,10-10-25
Anahita Balasubramanian,Indore,Apartment,2,2321,Unfurnished,74617,4,9872386186,anahitabalasubramanian@gmail.com,21-12-25
Rati Keer,Kolkata,Apartment,5,483,Semi-Furnished,7484,14,9625002872,ratikeer@gmail.com,02-12-25
Akarsh Kapoor,Nagpur,Independent,2,848,Furnished,18668,9,9238376630,akarshkapoor@gmail.com,07-12-25
Yuvaan Sant,Jaipur,Independent,4,1035,Furnished,34235,1,9800631660,yuvaansant@gmail.com,14-12-25
Hunar Chaudry,Kolkata,Apartment,1,702,Unfurnished,17414,2,9742434894,hunarchaudry@gmail.com,16-12-25
Indrans Subramanian,Mumbai,Independent,2,1989,Unfurnished,79112,6,9137985715,indranssubramanian@gmail.com,16-12-25
Aradhya Karnik,Hyderabad,Apartment,4,1134,Furnished,47987,2,9881473171,aradhyakarnik@gmail.com,08-11-25
Indranil Madan,Hyderabad,Independent,3,1430,Furnished,65703,3,9603621409,indranilmadan@gmail.com,22-11-25
Ritvik Ranganathan,Nagpur,Studio,2,2113,Furnished,68941,17,9033582755,ritvikranganathan@gmail.com,13-10-25
Lakshay Warrior,Pune,Apartment,4,964,Semi-Furnished,19601,6,9584157084,lakshaywarrior@gmail.com,10-12-25
Divit Dora,Hyderabad,Studio,2,1450,Semi-Furnished,71050,2,9714311704,divitdora@gmail.com,13-10-25
Emir Bali,Jaipur,Villa,4,2266,Unfurnished,48051,18,9314892010,emirbali@gmail.com,14-10-25
Tushar Chadha,Delhi,Independent,3,2315,Semi-Furnished,119290,5,9373881773,tusharchadha@gmail.com,14-12-25
Kiaan Venkataraman,Jaipur,Studio,5,1700,Furnished,60696,6,9100991417,kiaanvenkataraman@gmail.com,20-12-25
Mishti Bhasin,Indore,Villa,3,797,Unfurnished,18403,11,9912640551,mishtibhasin@gmail.com,12-12-25
Anya Shan,Hyderabad,Independent,4,2289,Unfurnished,47359,18,9518891946,anyashan@gmail.com,19-12-25
Elakshi Chaudhary,Hyderabad,Villa,4,1528,Unfurnished,59031,11,9428457204,elakshichaudhary@gmail.com,12-12-25
Nitya D’Alia,Hyderabad,Independent,1,841,Semi-Furnished,29894,1,9794811186,nityad’alia@gmail.com,31-12-25
Urvi Dalal,Bangalore,Independent,4,1631,Unfurnished,66439,13,9289533679,urvidalal@gmail.com,10-11-25
Shalv Bakshi,Hyderabad,Apartment,4,1811,Unfurnished,56841,8,9176699052,shalvbakshi@gmail.com,08-10-25
Yuvaan Sankaran,Chennai,Villa,5,817,Semi-Furnished,24564,19,9880023370,yuvaansankaran@gmail.com,17-12-25
Samaira Wable,Bangalore,Studio,3,508,Unfurnished,29045,5,9422971716,samairawable@gmail.com,18-12-25
Gokul Tella,Indore,Villa,3,1868,Furnished,27398,19,9747600654,gokultella@gmail.com,02-12-25
Purab Kumer,Indore,Apartment,1,719,Unfurnished,20110,3,9187215799,purabkumer@gmail.com,10-10-25
Priyansh Singh,Bangalore,Apartment,2,533,Unfurnished,18214,0,9880998112,priyanshsingh@gmail.com,11-12-25
Zaina Barad,Kolkata,Villa,1,1987,Furnished,82398,0,9555823888,zainabarad@gmail.com,31-12-25
Nitya Kapur,Hyderabad,Apartment,2,2260,Semi-Furnished,107447,17,9549362227,nityakapur@gmail.com,03-11-25
Samarth Kaul,Nagpur,Apartment,4,2458,Furnished,68369,3,9237808369,samarthkaul@gmail.com,07-12-25
Shray Chacko,Pune,Villa,5,655,Furnished,12158,13,9625487792,shraychacko@gmail.com,11-10-25
Vedika Kothari,Jaipur,Studio,4,1424,Semi-Furnished,36644,1,9372700457,vedikakothari@gmail.com,05-11-25
Hridaan Samra,Bangalore,Apartment,5,2191,Furnished,93289,8,9811620630,hridaansamra@gmail.com,12-11-25
Samaira D’Alia,Jaipur,Villa,4,1201,Furnished,44811,19,9363044633,samairad’alia@gmail.com,19-12-25
Vivaan Ramachandran,Bangalore,Studio,5,919,Semi-Furnished,57090,0,9895565971,vivaanramachandran@gmail.com,11-11-25
Piya Bhardwaj,Pune,Apartment,5,2432,Unfurnished,71071,15,9576896071,piyabhardwaj@gmail.com,28-11-25
Vanya Varughese,Jaipur,Independent,2,2465,Unfurnished,95563,14,9826955391,vanyavarughese@gmail.com,16-11-25
Alia Mane,Bangalore,Studio,3,2453,Unfurnished,77509,17,9334943260,aliamane@gmail.com,09-11-25
Lagan Baria,Bangalore,Apartment,2,840,Furnished,38906,16,9113552848,laganbaria@gmail.com,25-10-25
Fateh Dyal,Pune,Independent,2,617,Furnished,30074,17,9058748244,fatehdyal@gmail.com,05-12-25
Tanya Jha,Kolkata,Studio,4,463,Unfurnished,8600,11,9992544965,tanyajha@gmail.com,22-12-25
Indrajit Dara,Jaipur,Studio,4,1578,Furnished,43174,9,9284266142,indrajitdara@gmail.com,05-10-25
Shalv Uppal,Indore,Apartment,1,2258,Unfurnished,72823,12,9471196946,shalvuppal@gmail.com,20-10-25
Pari Borra,Chennai,Independent,5,683,Furnished,24116,0,9969993717,pariborra@gmail.com,17-12-25
Jivika Keer,Indore,Independent,3,1086,Unfurnished,34358,9,9343512661,jivikakeer@gmail.com,03-12-25
Kashvi Dar,Nagpur,Apartment,4,823,Unfurnished,25015,15,9439809126,kashvidar@gmail.com,04-11-25
Sara Gokhale,Mumbai,Apartment,5,1594,Furnished,106479,18,9896352446,saragokhale@gmail.com,21-12-25
Riya Buch,Kolkata,Villa,1,1987,Unfurnished,72092,5,9949024478,riyabuch@gmail.com,09-11-25
Kiaan Bedi,Kolkata,Villa,3,856,Unfurnished,24449,19,9334898500,kiaanbedi@gmail.com,01-12-25
Mamooty Ramachandran,Delhi,Independent,4,2247,Unfurnished,76866,4,9936570066,mamootyramachandran@gmail.com,30-11-25
Jivika Raval,Chennai,Studio,2,806,Furnished,41049,2,9047320595,jivikaraval@gmail.com,07-11-25
Vanya Sastry,Indore,Apartment,1,804,Unfurnished,25382,2,9690834312,vanyasastry@gmail.com,06-11-25
Emir Sen,Chennai,Villa,2,1550,Furnished,56503,10,9172864912,emirsen@gmail.com,15-10-25
Lagan Varty,Kolkata,Independent,1,857,Unfurnished,34646,5,9988358621,laganvarty@gmail.com,26-11-25
Jivika Kota,Bangalore,Studio,5,817,Semi-Furnished,41077,5,9380369866,jivikakota@gmail.com,28-12-25
Kiaan Ravel,Pune,Studio,5,2099,Semi-Furnished,71449,14,9359305548,kiaanravel@gmail.com,05-11-25
Emir Date,Kolkata,Apartment,5,440,Furnished,19110,12,9340141727,emirdate@gmail.com,31-12-25
Pari Kara,Mumbai,Studio,4,1733,Furnished,71624,17,9651810812,parikara@gmail.com,31-12-25
Rati Koshy,Chennai,Studio,2,503,Semi-Furnished,22449,0,9358781446,ratikoshy@gmail.com,30-12-25
Devansh Bail,Nagpur,Studio,1,1715,Unfurnished,37356,10,9079370912,devanshbail@gmail.com,15-11-25
Arhaan Devi,Pune,Villa,2,2417,Unfurnished,106750,14,9030698620,arhaandevi@gmail.com,13-10-25
Yasmin Dugal,Delhi,Independent,3,1404,Unfurnished,40669,2,9366466963,yasmindugal@gmail.com,04-10-25
Ryan Subramanian,Jaipur,Villa,3,1490,Semi-Furnished,21908,1,9200052503,ryansubramanian@gmail.com,28-11-25
Oorja Aggarwal,Kolkata,Apartment,1,1707,Furnished,62378,15,9703235535,oorjaaggarwal@gmail.com,28-11-25
Miraan Ahluwalia,Nagpur,Independent,5,2004,Unfurnished,67619,17,9447751999,miraanahluwalia@gmail.com,25-10-25
Jivin Dhawan,Pune,Studio,4,606,Unfurnished,15814,5,9906468913,jivindhawan@gmail.com,22-10-25
Shlok Bajaj,Jaipur,Independent,3,1174,Furnished,15662,7,9583774096,shlokbajaj@gmail.com,26-12-25
Ela Singhal,Mumbai,Villa,1,1067,Semi-Furnished,71926,12,9185086670,elasinghal@gmail.com,23-12-25
Lavanya Ratti,Jaipur,Villa,4,2074,Unfurnished,74470,9,9010751049,lavanyaratti@gmail.com,01-11-25
Shaan Goyal,Kolkata,Apartment,1,1003,Unfurnished,31224,20,9203564988,shaangoyal@gmail.com,04-10-25
Parinaaz Sharma,Bangalore,Studio,4,955,Semi-Furnished,57562,16,9194765798,parinaazsharma@gmail.com,18-11-25
Tara Korpal,Mumbai,Studio,5,1476,Furnished,68471,10,9978025688,tarakorpal@gmail.com,01-11-25
Mamooty Badal,Hyderabad,Studio,3,1117,Unfurnished,28353,20,9584254520,mamootybadal@gmail.com,02-12-25
Ivan Upadhyay,Hyderabad,Studio,1,2471,Furnished,41455,16,9801452939,ivanupadhyay@gmail.com,29-12-25
Kaira Chandra,Jaipur,Studio,1,726,Semi-Furnished,18678,9,9846297024,kairachandra@gmail.com,08-12-25
Aaina Barad,Jaipur,Studio,1,1739,Unfurnished,39519,17,9272560725,aainabarad@gmail.com,20-10-25
Ayesha Baria,Hyderabad,Studio,3,1909,Furnished,66808,2,9019146288,ayeshabaria@gmail.com,24-11-25
Inaaya  Yogi,Kolkata,Villa,3,445,Unfurnished,8722,3,9891580073,inaayayogi@gmail.com,12-10-25
Charvi Mammen,Kolkata,Independent,1,1706,Semi-Furnished,30175,18,9066327474,charvimammen@gmail.com,04-10-25
Arhaan Sampath,Kolkata,Independent,4,2009,Unfurnished,62542,15,9936452443,arhaansampath@gmail.com,30-10-25
Dharmajan Choudhury,Bangalore,Independent,3,1352,Semi-Furnished,56285,13,9982731772,dharmajanchoudhury@gmail.com,28-11-25
Arhaan Contractor,Delhi,Independent,4,1547,Semi-Furnished,60809,17,9792288621,arhaancontractor@gmail.com,06-11-25
Neelofar Srinivas,Chennai,Studio,4,1280,Unfurnished,52377,19,9834026129,neelofarsrinivas@gmail.com,03-12-25
Kimaya Kara,Mumbai,Apartment,4,711,Semi-Furnished,29239,10,9501624133,kimayakara@gmail.com,27-12-25
Saksham Yadav,Nagpur,Villa,4,910,Furnished,19428,11,9129805244,sakshamyadav@gmail.com,14-11-25
Alisha Bobal,Indore,Villa,4,1347,Semi-Furnished,27347,11,9284884018,alishabobal@gmail.com,10-12-25
Shaan Bhagat,Chennai,Villa,5,1184,Semi-Furnished,50107,13,9230666781,shaanbhagat@gmail.com,24-12-25
Yakshit Dara,Hyderabad,Apartment,2,2462,Unfurnished,95960,17,9259442582,yakshitdara@gmail.com,12-11-25
Aradhya Sarin,Pune,Apartment,2,1576,Furnished,75332,14,9958979721,aradhyasarin@gmail.com,24-10-25
Neysa Karnik,Bangalore,Villa,3,2413,Furnished,141433,1,9992516795,neysakarnik@gmail.com,15-10-25
Nayantara Sibal,Indore,Apartment,5,2171,Furnished,62738,18,9110441412,nayantarasibal@gmail.com,11-10-25
Heer Kuruvilla,Delhi,Apartment,4,2239,Semi-Furnished,83010,13,9416051554,heerkuruvilla@gmail.com,06-11-25
Tushar Agarwal,Indore,Villa,3,2091,Unfurnished,34865,12,9689496846,tusharagarwal@gmail.com,15-11-25
Arnav Dixit,Indore,Villa,5,592,Furnished,10587,2,9374563144,arnavdixit@gmail.com,07-10-25
Taran Walia,Jaipur,Villa,4,1645,Furnished,59742,13,9809946420,taranwalia@gmail.com,19-11-25
Priyansh Jha,Pune,Villa,1,663,Furnished,31525,9,9483484896,priyanshjha@gmail.com,01-12-25
Pranay Gaba,Mumbai,Apartment,4,1280,Unfurnished,82835,14,9070257343,pranaygaba@gmail.com,05-12-25
Mannat Bhalla,Jaipur,Villa,5,1973,Unfurnished,69986,15,9284283121,mannatbhalla@gmail.com,06-11-25
Bhamini Varghese,Kolkata,Studio,4,1967,Unfurnished,46086,10,9031386305,bhaminivarghese@gmail.com,20-12-25
Zain Ben,Bangalore,Studio,4,541,Semi-Furnished,14067,6,9326407014,zainben@gmail.com,16-10-25
Sara Banik,Chennai,Villa,1,1633,Semi-Furnished,85174,11,9460941031,sarabanik@gmail.com,30-11-25
Riaan Khanna,Kolkata,Independent,3,1791,Furnished,74201,1,9637349095,riaankhanna@gmail.com,08-10-25
Baiju Mannan,Bangalore,Studio,2,1214,Semi-Furnished,29414,14,9426198277,baijumannan@gmail.com,20-12-25
Biju Amble,Nagpur,Villa,3,554,Semi-Furnished,12257,15,9918935717,bijuamble@gmail.com,28-10-25
Vihaan Khanna,Kolkata,Studio,4,419,Furnished,9970,19,9615922390,vihaankhanna@gmail.com,12-11-25
Dhanuk Solanki,Pune,Villa,3,1836,Furnished,55643,5,9423170998,dhanuksolanki@gmail.com,08-11-25
Emir Ganguly,Delhi,Independent,3,2422,Furnished,117436,8,9128182876,emirganguly@gmail.com,21-11-25
Myra Khanna,Nagpur,Studio,4,1653,Unfurnished,35903,15,9013530356,myrakhanna@gmail.com,26-12-25
Krish Amble,Pune,Villa,2,991,Unfurnished,22809,10,9820983814,krishamble@gmail.com,03-11-25
Onkar Deo,Delhi,Villa,1,1109,Unfurnished,47848,9,9481669304,onkardeo@gmail.com,18-12-25
Azad Virk,Indore,Apartment,1,1712,Furnished,58613,16,9611874477,azadvirk@gmail.com,17-12-25
Indrans Malhotra,Pune,Independent,1,1356,Unfurnished,43848,11,9345927034,indransmalhotra@gmail.com,16-10-25
Stuvan Bumb,Jaipur,Independent,4,1808,Unfurnished,28730,14,9547747276,stuvanbumb@gmail.com,16-10-25
Pranay Kaur,Nagpur,Independent,1,1942,Unfurnished,43258,8,9317394428,pranaykaur@gmail.com,25-10-25
Nishith Chawla,Kolkata,Independent,5,934,Unfurnished,41702,8,9748810771,nishithchawla@gmail.com,08-11-25
Anay Vohra,Hyderabad,Independent,3,1452,Furnished,40999,11,9578734263,anayvohra@gmail.com,30-12-25
Yakshit Doctor,Kolkata,Studio,3,2136,Unfurnished,77479,13,9459118491,yakshitdoctor@gmail.com,30-10-25
Biju Bobal,Kolkata,Villa,2,2359,Furnished,40501,4,9100628557,bijubobal@gmail.com,03-11-25
Samiha Mann,Pune,Villa,2,826,Semi-Furnished,13898,17,9028803663,samihamann@gmail.com,10-11-25
Madhav Chacko,Mumbai,Studio,1,2213,Semi-Furnished,138290,16,9404219999,madhavchacko@gmail.com,18-11-25
Divyansh Chaudry,Bangalore,Independent,5,1426,Semi-Furnished,46076,8,9674578552,divyanshchaudry@gmail.com,13-11-25
Chirag Chatterjee,Delhi,Independent,2,2428,Semi-Furnished,141592,13,9336270990,chiragchatterjee@gmail.com,19-11-25
Vardaniya Bhakta,Jaipur,Studio,2,1039,Semi-Furnished,35996,0,9696305520,vardaniyabhakta@gmail.com,13-11-25
Khushi Tella,Indore,Villa,2,2401,Unfurnished,72561,3,9652879203,khushitella@gmail.com,16-12-25
Parinaaz Tailor,Indore,Independent,1,2180,Unfurnished,38119,5,9962532012,parinaaztailor@gmail.com,14-11-25
Mishti Sandal,Chennai,Villa,5,1170,Unfurnished,59111,17,9889208778,mishtisandal@gmail.com,15-12-25
Ranbir Balakrishnan,Nagpur,Studio,3,1338,Furnished,33051,8,9934275622,ranbirbalakrishnan@gmail.com,03-11-25
Bhavin Sachdev,Pune,Studio,1,1379,Unfurnished,35688,0,9990133783,bhavinsachdev@gmail.com,15-11-25
Yashvi Mangat,Hyderabad,Villa,3,1606,Semi-Furnished,42623,8,9315414977,yashvimangat@gmail.com,13-10-25
Miraya Chada,Nagpur,Independent,3,2154,Furnished,74916,18,9984733887,mirayachada@gmail.com,05-11-25
Kanav Sen,Mumbai,Independent,5,1306,Furnished,45644,9,9030521708,kanavsen@gmail.com,20-12-25
Khushi Suresh,Hyderabad,Apartment,5,2120,Unfurnished,50399,14,9735990406,khushisuresh@gmail.com,14-10-25
Nakul Rao,Kolkata,Apartment,4,726,Furnished,32367,6,9274774069,nakulrao@gmail.com,11-12-25
Anaya Warrior,Jaipur,Studio,2,604,Semi-Furnished,12444,12,9077200327,anayawarrior@gmail.com,20-12-25
Nirvaan Barad,Hyderabad,Apartment,2,1174,Unfurnished,21691,13,9643633427,nirvaanbarad@gmail.com,30-12-25
Navya Taneja,Delhi,Apartment,4,1606,Unfurnished,36857,17,9247674195,navyataneja@gmail.com,30-10-25
Samiha Chad,Bangalore,Apartment,5,904,Semi-Furnished,23409,14,9952909390,samihachad@gmail.com,18-10-25
Abram Sami,Delhi,Apartment,1,1744,Unfurnished,39232,0,9567127558,abramsami@gmail.com,17-11-25
Jiya Mall,Kolkata,Apartment,1,797,Unfurnished,20708,3,9018408761,jiyamall@gmail.com,29-12-25
Nishith Dhillon,Mumbai,Villa,5,710,Furnished,22507,4,9140605581,nishithdhillon@gmail.com,14-10-25
Urvi Edwin,Indore,Apartment,5,1361,Semi-Furnished,16189,20,9471360385,urviedwin@gmail.com,22-10-25
Ehsaan Grewal,Kolkata,Apartment,4,688,Unfurnished,22796,0,9504422362,ehsaangrewal@gmail.com,26-10-25
Taimur Rajagopal,Kolkata,Villa,1,763,Unfurnished,27278,11,9086706901,taimurrajagopal@gmail.com,14-11-25
Uthkarsh Gopal,Bangalore,Apartment,3,978,Unfurnished,27470,15,9733055261,uthkarshgopal@gmail.com,25-10-25
Hrishita D’Alia,Indore,Studio,5,679,Furnished,16082,5,9602533695,hrishitad’alia@gmail.com,16-10-25
Priyansh Bawa,Mumbai,Studio,3,562,Unfurnished,23384,15,9015684595,priyanshbawa@gmail.com,16-12-25
Jiya Tandon,Delhi,Villa,3,720,Furnished,45000,15,9321937016,jiyatandon@gmail.com,03-11-25
Rhea Raju,Chennai,Studio,3,919,Semi-Furnished,26310,9,9227865154,rhearaju@gmail.com,15-12-25
Kiaan Mallick,Pune,Villa,1,1396,Semi-Furnished,61987,19,9585589205,kiaanmallick@gmail.com,01-11-25
Prisha Tella,Kolkata,Villa,5,1444,Semi-Furnished,46937,13,9321164631,prishatella@gmail.com,14-11-25
Hrishita Ramakrishnan,Delhi,Independent,2,1173,Semi-Furnished,55272,1,9667818610,hrishitaramakrishnan@gmail.com,10-12-25
Shanaya Khatri,Hyderabad,Studio,2,1605,Semi-Furnished,43238,13,9282975712,shanayakhatri@gmail.com,25-10-25
Indrajit Sridhar,Chennai,Independent,2,581,Unfurnished,20206,13,9262356060,indrajitsridhar@gmail.com,07-12-25
Gokul Sekhon,Indore,Apartment,4,2093,Semi-Furnished,62642,7,9807694429,gokulsekhon@gmail.com,03-11-25
Eva Mander,Nagpur,Independent,5,1401,Unfurnished,27137,19,9595416485,evamander@gmail.com,08-10-25
Purab Jani,Jaipur,Apartment,5,1095,Unfurnished,30040,4,9340683163,purabjani@gmail.com,11-12-25
Raunak Chaudhry,Bangalore,Studio,5,1700,Unfurnished,118071,7,9573282080,raunakchaudhry@gmail.com,29-12-25
Dharmajan Chokshi,Nagpur,Studio,5,1453,Semi-Furnished,27156,15,9234466011,dharmajanchokshi@gmail.com,13-10-25
Saira Sule,Nagpur,Independent,3,1525,Unfurnished,21426,13,9495288336,sairasule@gmail.com,23-12-25
Ela Mani,Delhi,Studio,2,1347,Semi-Furnished,75263,7,9436479303,elamani@gmail.com,15-11-25
Sumer Keer,Delhi,Studio,5,1815,Furnished,69544,5,9979309690,sumerkeer@gmail.com,15-11-25
Mohanlal Jayaraman,Nagpur,Independent,2,1040,Furnished,33909,12,9966540297,mohanlaljayaraman@gmail.com,30-12-25
Jiya Bhat,Mumbai,Villa,5,2010,Furnished,90319,12,9932297022,jiyabhat@gmail.com,20-12-25
Sana Yogi,Nagpur,Independent,1,594,Unfurnished,7612,1,9926396136,sanayogi@gmail.com,24-10-25
Nakul Thaker,Chennai,Independent,3,1338,Semi-Furnished,45753,4,9734024242,nakulthaker@gmail.com,20-12-25
Aarav Krishnan,Mumbai,Independent,5,1246,Semi-Furnished,88397,4,9545331662,aaravkrishnan@gmail.com,20-11-25
Charvi Krishna,Hyderabad,Studio,3,694,Furnished,20003,18,9542376540,charvikrishna@gmail.com,28-11-25
Saira Ramanathan,Jaipur,Apartment,5,1982,Semi-Furnished,46981,18,9493515837,sairaramanathan@gmail.com,25-12-25
Navya Sabharwal,Delhi,Independent,4,1402,Unfurnished,82098,17,9508065234,navyasabharwal@gmail.com,22-12-25
Adah Ganesan,Nagpur,Studio,1,1343,Semi-Furnished,34884,18,9340212178,adahganesan@gmail.com,04-11-25
Ayesha Chaudhuri,Delhi,Independent,1,1318,Furnished,59787,2,9079990239,ayeshachaudhuri@gmail.com,29-11-25
Ivana Kakar,Delhi,Villa,4,1704,Semi-Furnished,47712,1,9706867180,ivanakakar@gmail.com,28-10-25
Ahana  Dube,Bangalore,Independent,4,668,Unfurnished,26438,0,9402853049,ahanadube@gmail.com,13-10-25
Priyansh Bedi,Pune,Independent,2,1211,Furnished,39975,10,9029796915,priyanshbedi@gmail.com,23-11-25
Riaan Rama,Jaipur,Villa,3,1787,Furnished,50240,6,9042470380,riaanrama@gmail.com,21-10-25
Renee Hora,Hyderabad,Villa,1,1138,Furnished,28878,0,9551988777,reneehora@gmail.com,13-10-25
Kashvi Jani,Kolkata,Studio,1,1852,Furnished,46381,4,9337361796,kashvijani@gmail.com,21-12-25
Renee Chahal,Mumbai,Villa,3,1312,Semi-Furnished,50426,2,9349535729,reneechahal@gmail.com,13-11-25
Samarth Sekhon,Delhi,Villa,3,664,Furnished,32920,11,9171402601,samarthsekhon@gmail.com,26-10-25
Lakshit Manne,Nagpur,Villa,3,540,Unfurnished,7466,20,9352667927,lakshitmanne@gmail.com,02-11-25
Lakshay Comar,Pune,Apartment,3,604,Unfurnished,12613,15,9225665912,lakshaycomar@gmail.com,13-11-25
Taimur Goda,Jaipur,Independent,1,654,Semi-Furnished,26079,10,9029959829,taimurgoda@gmail.com,13-12-25
Dhanuk Golla,Hyderabad,Apartment,4,1607,Semi-Furnished,61451,16,9953974523,dhanukgolla@gmail.com,04-10-25
Zoya Lanka,Jaipur,Villa,1,936,Furnished,32061,15,9940066806,zoyalanka@gmail.com,22-12-25
Aarush Gole,Pune,Studio,1,2491,Unfurnished,107054,20,9039717494,aarushgole@gmail.com,25-11-25
